,Year,Model,Condition,Consumer_Rating,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
394,2022,pilot special edition,New,4.8,lunar silver metallic,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,0,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
395,2023,cr-v hybrid sport touring,New,5.0,radiant red metallic,black,AWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,5,5.0,3.0,4.0,4.0,5.0,5.0,MO,Dealer
396,2022,accord hybrid sport,New,5.0,sonic gray pearl,black,FWD,41–44,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,0,4.9,5.0,5.0,4.9,4.9,5.0,NC,Dealer
397,2023,odyssey sport,New,4.3,crystal black pearl,black,FWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,11,5.0,5.0,4.0,4.0,4.0,5.0,AZ,Dealer
398,2023,passport ex-l,New,4.8,sonic gray pearl,black,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,3,5.0,5.0,4.1,4.3,5.0,4.7,IL,Dealer
399,2023,civic sport,New,4.5,boost blue pearl,black,FWD,23–31,Gasoline,automatic cvt,2.0L I4 16V GDI DOHC,10,5.0,4.9,4.5,4.6,4.2,4.7,CA,Dealer
400,2019,civic lx,Used,4.9,platinum white pearl,black,FWD,30–38,Gasoline,automatic cvt,2.0L I4 16V MPFI DOHC,34286,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer
401,2023,passport elite,New,5.0,sonic gray pearl,black,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,0,4.8,4.5,4.6,4.8,4.5,4.7,NC,Dealer
402,2022,pilot ex-l,New,4.9,platinum white pearl,beige,FWD,20–27,Gasoline,automatic,V6 Cylinder Engine,5,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
403,2023,cr-v hybrid sport touring,New,5.0,crystal black pearl,black,AWD,34–40,Hybrid,variable,Gas/Electric I-4 2.0 L/122,0,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer
404,2017,accord hybrid touring,Used,5.0,black,mocha,FWD,47–49,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,59440,4.8,4.8,4.7,4.6,4.9,4.8,PA,Dealer
405,2015,cr-v touring,Used,4.5,platinum white pearl,mocha,AWD,26–33,Gasoline,automatic cvt,2.4L I4 16V GDI DOHC,123390,4.4,4.4,4.3,4.3,4.6,4.5,OH,Dealer
406,2021,passport sport,Used,4.8,white,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,17114,4.9,4.7,4.8,4.6,4.8,4.8,NY,Dealer
407,2022,cr-v touring,New,5.0,modern steel metallic,gray,AWD,27–32,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,5,4.9,4.8,4.7,4.8,4.7,4.9,CA,Dealer
408,2017,civic lx,Used,4.8,black,black,FWD,31–40,Gasoline,automatic cvt,2.0L I4 16V MPFI DOHC,73145,4.7,4.7,4.8,4.8,4.8,4.8,AZ,Dealer
409,2020,civic ex,Used,4.9,rallye red,black,FWD,31–40,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,30478,4.8,4.8,4.9,4.8,4.9,4.9,FL,Dealer
410,2005,civic hybrid,Used,2.2,blue,gray,FWD,46–51,Hybrid,5-speed manual,1.3L I4 8V MPFI SOHC Hybrid,214100,4.5,4.2,4.2,4.3,4.0,4.0,MI,Dealer
411,2008,pilot se,Used,4.6,burgundy,gray,4WD,15–20,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,155603,4.6,4.3,4.6,4.6,4.4,4.8,PA,Dealer
412,2022,accord touring,New,4.9,platinum white pearl,ivory,FWD,22–32,Gasoline,automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer
413,2022,pilot sport,New,4.2,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer
414,2022,accord sport 1.5t,New,5.0,crystal black pearl,mocha,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,10,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
415,2022,pilot ex-l,New,5.0,modern steel metallic,black,FWD,20–27,Gasoline,9-speed automatic,V6 Cylinder Engine,0,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
416,2023,hr-v sport,New,3.9,urban gray pearl,black,AWD,23–31,Gasoline,automatic,2.0L I4 16V GDI DOHC,1500,4.0,5.0,4.0,5.0,5.0,5.0,WI,Dealer
417,2019,accord lx,Used,4.6,gray,mocha,FWD,30–38,Gasoline,variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,36416,4.7,4.7,4.7,4.7,4.8,4.8,ID,Dealer
418,2019,odyssey ex-l,Honda Certified,3.9,pacific pewter metallic,mocha,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,88387,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer
419,2019,civic si base,Used,5.0,lunar silver metallic,black,FWD,28–38,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,21183,4.7,4.8,4.7,4.8,4.8,4.9,OR,Dealer
420,2022,civic si base,New,4.7,platinum white pearl,red / black,FWD,27–37,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,3,4.2,4.0,4.5,4.2,4.5,5.0,FL,Dealer
421,2018,civic sport touring,Used,4.8,sonic gray pearl,mocha,FWD,30–36,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,59805,4.7,4.7,4.8,4.8,4.9,4.8,NY,Dealer
422,2023,ridgeline rtl-e,New,4.8,lunar silver metallic,black,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,25,5.0,4.8,4.8,4.2,5.0,5.0,MO,Dealer
423,2023,cr-v hybrid sport touring,New,4.4,platinum white pearl,black,AWD,34–40,Hybrid,cvt,4 Cylinder Engine,7,5.0,3.0,4.0,4.0,5.0,5.0,OK,Dealer
424,2020,odyssey ex-l,Used,4.5,gray,gray,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,19484,4.8,4.8,4.7,4.6,4.7,4.7,WA,Dealer
425,2021,passport sport,Used,4.8,crystal black pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,17476,4.9,4.7,4.8,4.6,4.8,4.8,FL,Dealer
426,2019,civic lx,Honda Certified,4.9,platinum white,ivory,FWD,30–38,Gasoline,automatic cvt,2.0L I4 16V MPFI DOHC,79841,4.8,4.8,4.9,4.8,4.9,4.9,LA,Dealer
427,2023,pilot elite,New,4.5,platinum white pearl,black,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI DOHC,12,4.7,4.2,5.0,4.6,4.8,4.8,MO,Dealer
428,2020,pilot ex-l,Honda Certified,4.7,platinum white,mocha,AWD,18–26,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,32318,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
429,2022,accord hybrid base,New,5.0,sonic gray pearl,blk fabric w/synthetic lt,FWD,41–44,Hybrid,cvt,4 Cylinder Engine,0,4.9,5.0,5.0,4.9,4.9,5.0,MI,Dealer
430,2020,accord hybrid ex-l,Used,4.3,platinum white pearl,mocha,FWD,47–48,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,17498,4.7,4.8,4.5,4.6,4.7,4.8,NV,Dealer
431,2017,civic lx,Used,4.8,white,tan,FWD,31–40,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,70462,4.7,4.7,4.8,4.8,4.8,4.8,IL,Dealer
432,2022,pilot special edition,New,4.6,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,1,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer
433,2019,pilot touring 8-passenger,Used,4.7,black,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,59260,4.8,4.7,4.7,4.6,4.7,4.8,OH,Dealer
434,2023,civic touring,New,5.0,meteorite gray metallic,gray,FWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,9,4.7,4.8,5.0,4.2,5.0,4.7,NC,Dealer
435,2021,civic type r touring,Used,4.9,blue,red,FWD,22–28,Gasoline,6-speed manual,2.0L I4 16V GDI DOHC Turbo,13829,5.0,4.8,5.0,4.8,4.8,5.0,FL,Dealer
436,2015,cr-z ex,Used,5.0,premium white pearl,red / black,FWD,23–31,Hybrid,automatic cvt,1.5L I4 16V MPFI SOHC Hybrid,36002,4.5,4.7,4.7,4.9,4.9,5.0,TX,Dealer
437,2022,accord sport 2.0t,New,5.0,platinum white pearl,black,FWD,22–32,Gasoline,10-speed automatic,2.0L I4 16V GDI DOHC Turbo,3,5.0,5.0,5.0,5.0,5.0,5.0,DE,Dealer
438,2022,hr-v ex,Used,3.8,platinum white pearl,mocha,AWD,26–31,Gasoline,automatic cvt,1.8L I4 16V MPFI SOHC,11208,3.8,3.2,3.6,3.6,4.2,4.2,LA,Dealer
439,2022,insight ex,Used,5.0,modern steel metallic,black,FWD,49–55,Hybrid,automatic cvt,1.5L I4 16V MPFI DOHC Hybrid,11414,4.7,4.1,5.0,4.7,4.7,5.0,FL,Dealer
440,2022,pilot sport,New,2.8,gray,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10,5.0,5.0,5.0,5.0,5.0,5.0,PA,Dealer
441,2022,pilot special edition,New,4.8,gray,mocha,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,45,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
442,2020,accord lx 1.5t,Used,4.3,silver,black,FWD,30–38,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,32910,4.8,4.8,4.8,4.8,4.9,4.9,AZ,Dealer
443,2021,passport ex-l,Used,4.8,modern steel metallic,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,39268,4.9,4.7,4.8,4.6,4.8,4.8,MD,Dealer
444,2022,pilot sport,New,4.2,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
445,2019,hr-v sport,Used,4.0,silver,black,FWD,28–34,Gasoline,automatic cvt,1.8L I4 16V MPFI SOHC,67814,4.6,4.6,4.4,4.6,4.8,4.7,IL,Dealer
446,2022,civic ex,Used,4.8,crystal black pearl,black,FWD,33–42,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,2498,4.6,4.9,4.4,4.6,4.6,4.7,OR,Dealer
447,2022,pilot special edition,New,5.0,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
448,2023,cr-v ex-l,New,5.0,platinum white pearl,black,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,91,5.0,5.0,5.0,4.0,4.0,5.0,VA,Dealer
449,2022,pilot trailsport,New,4.6,sonic gray pearl,mocha,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer
450,2023,pilot elite,New,4.8,platinum white pearl,black,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,1,4.6,4.7,4.4,4.6,4.4,4.8,IL,Dealer
451,2021,passport sport,Used,4.7,platinum white pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,9984,4.9,4.7,4.8,4.6,4.8,4.8,CO,Dealer
452,2020,pilot ex,Honda Certified,4.2,platinum white pearl,black,AWD,18–26,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,34313,4.6,4.5,4.2,4.1,4.5,4.1,VA,Dealer
453,2022,accord sport 1.5t,New,5.0,alabaster silver metallic,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,5,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
454,2022,pilot ex-l,New,4.5,lunar silver metallic,mocha,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
455,2021,pilot touring 8-passenger,Used,5.0,crystal black pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,30851,4.9,4.8,4.8,4.7,4.7,4.8,MA,Dealer
456,2019,cr-v touring,Used,4.8,crystal black pearl,black,AWD,27–33,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,56282,4.8,4.8,4.7,4.7,4.8,4.8,WV,Dealer
457,2019,passport ex-l,Used,4.8,modern steel metallic,gray,FWD,20–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,35154,4.8,4.7,4.7,4.6,4.7,4.8,AL,Dealer
458,1998,prelude,Used,4.6,silver,black,FWD,23–27,Gasoline,5-speed manual,2.2L I4 16V MPFI DOHC,28921,4.3,4.7,4.7,4.6,4.6,4.7,NE,Dealer
459,2022,accord sport 2.0t,New,4.8,still night pearl,black,FWD,22–32,Gasoline,10-speed automatic,2.0L I4 16V GDI DOHC Turbo,5,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
460,2018,ridgeline rtl-e,Used,4.5,white,red / black,AWD,18–25,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,41263,4.9,4.8,4.8,4.6,4.8,4.9,TN,Dealer
461,2023,civic si base,New,4.4,platinum white pearl,red / black,FWD,23–31,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,3,4.7,4.6,4.9,4.4,4.8,4.6,MD,Dealer
462,2015,crosstour ex-l,Used,4.4,kona coffee metallic,black,4WD,19–28,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,117013,4.7,4.8,4.6,4.5,4.7,4.8,OH,Dealer
463,2019,odyssey ex,Used,4.6,gray,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,71322,4.8,4.6,4.5,4.3,4.7,4.5,KY,Dealer
464,2022,accord hybrid ex-l,Used,4.9,gray,black,FWD,47–48,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,12602,4.9,5.0,5.0,4.9,4.9,5.0,TX,Dealer
465,2017,ridgeline rtl-t,Used,4.7,white diamond pearl,black,FWD,19–26,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,39611,4.8,4.7,4.7,4.4,4.7,4.7,IN,Dealer
466,2022,accord hybrid sport,New,4.8,still night pearl,black,FWD,41–44,Hybrid,variable,Gas/Electric I-4 2.0 L/122,0,4.9,5.0,5.0,4.9,4.9,5.0,GA,Dealer
467,2022,insight touring,Used,4.3,modern steel metallic,black,FWD,45–51,Hybrid,automatic cvt,1.5L I4 16V MPFI DOHC Hybrid,11886,5.0,4.6,5.0,4.6,4.9,5.0,PA,Dealer
468,2010,accord lx-p,Used,5.0,basque red pearl,ivory,FWD,21–31,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,131000,4.3,4.4,4.4,4.4,4.5,4.6,FL,Dealer
469,2023,hr-v sport,New,4.6,platinum white pearl,black,AWD,25–30,Gasoline,cvt,4 Cylinder Engine,0,4.0,5.0,4.0,5.0,5.0,5.0,OK,Dealer
470,2015,accord sport,Used,4.7,blue,black,FWD,26–35,Gasoline,automatic cvt,2.4L I4 16V GDI DOHC,88451,4.7,4.6,4.7,4.7,4.7,4.8,TX,Dealer
471,2023,civic ex,New,4.8,rallye red,mocha,FWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,12,5.0,5.0,4.8,4.6,4.8,5.0,TN,Dealer
472,2022,pilot sport,New,2.7,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,7,5.0,5.0,5.0,5.0,5.0,5.0,MO,Dealer
473,2022,ridgeline rtl-e,Used,4.8,blue,mocha,AWD,18–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,11647,5.0,4.9,4.9,4.3,4.7,5.0,NY,Dealer
474,2023,pilot sport,New,4.7,platinum white pearl,black,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,5,4.9,3.9,4.9,4.3,4.7,5.0,IN,Dealer
475,2023,passport elite,New,4.5,sonic gray pearl,black,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,4.5,4.7,5.0,4.6,4.9,IA,Dealer
476,2022,accord sport 1.5t,New,4.8,lunar silver metallic,mocha,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,5,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer
477,2018,odyssey ex-l,Used,3.2,modern steel metallic,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,47268,4.8,4.7,4.6,4.3,4.7,4.6,KS,Dealer
478,2022,pilot sport,New,4.8,crystal black pearl,black,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,0,5.0,5.0,5.0,5.0,5.0,5.0,AZ,Dealer
479,2019,cr-v lx,Used,4.8,molten lava pearl,black,AWD,25–31,Gasoline,automatic cvt,2.4L I4 16V GDI DOHC,44469,4.8,4.8,4.7,4.7,4.8,4.8,IL,Dealer
480,2022,accord sport se,Used,3.8,silver,black,FWD,29–35,Gasoline,variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,1695,5.0,5.0,5.0,5.0,5.0,5.0,MN,Dealer
481,2023,pilot ex-l 8-passenger,New,4.8,obsidian blue pearl,gray,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,4,4.5,4.8,5.0,4.8,4.8,4.8,NJ,Dealer
482,2018,civic sport,Used,4.3,white orchid pearl,beige,FWD,29–38,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,82906,4.7,4.7,4.8,4.8,4.9,4.8,CT,Dealer
483,2023,civic si base,New,5.0,platinum white,red / black,FWD,23–31,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,12,4.8,4.8,4.9,4.7,5.0,4.9,FL,Dealer
484,2016,odyssey se,Used,4.7,gray,mocha,FWD,19–28,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,88805,4.8,4.6,4.7,4.6,4.7,4.8,WA,Dealer
485,2019,civic si base,Used,4.8,crystal black pearl,black,FWD,28–38,Gasoline,6-speed manual,4 Cylinder Engine,57528,4.7,4.8,4.7,4.8,4.8,4.9,WI,Dealer
486,2023,passport trailsport,New,5.0,crystal black pearl,black,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,3.9,4.9,4.7,4.4,5.0,IL,Dealer
487,2022,pilot trailsport,New,2.4,platinum white pearl,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,3,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
488,2022,cr-v ex,Used,5.0,lunar silver metallic,gray,AWD,27–32,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,8779,4.9,4.8,4.7,4.8,4.7,4.9,WI,Dealer
489,2023,cr-v hybrid sport touring,New,4.4,urban gray pearl,black,AWD,23–31,Hybrid,1-speed automatic,2.0L I4 16V GDI DOHC Hybrid,10,5.0,3.0,4.0,4.0,5.0,5.0,IL,Dealer
490,2022,pilot trailsport,New,4.9,platinum white pearl,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,4,5.0,5.0,5.0,5.0,5.0,5.0,NJ,Dealer
491,2016,pilot ex,Used,4.9,white diamond pearl,beige,FWD,19–27,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,85682,4.7,4.6,4.5,4.4,4.6,4.6,AZ,Dealer
492,2021,insight touring,Used,4.9,modern steel metallic,black,FWD,45–51,Hybrid,automatic cvt,1.5L I4 16V MPFI DOHC Hybrid,31165,5.0,5.0,5.0,5.0,5.0,5.0,AR,Dealer
493,2023,pilot touring,New,3.6,radiant red,mocha,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI DOHC,8,4.6,3.9,4.7,4.7,4.1,4.9,NC,Dealer
494,2017,accord hybrid touring,Used,4.0,white,black,FWD,47–49,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,100538,4.8,4.8,4.7,4.6,4.9,4.8,IL,Dealer
495,2019,odyssey ex-l,Used,3.7,deep scarlet pearl,beige,FWD,19–28,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,48181,4.8,4.6,4.5,4.3,4.7,4.5,AR,Dealer
496,2005,odyssey ex-l,Used,4.6,silver,gray,FWD,20–28,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,160488,4.8,4.6,4.6,4.5,4.5,4.6,WA,Dealer
497,2019,civic lx,Honda Certified,4.6,crystal black pearl,black,FWD,31–40,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,47376,4.8,4.8,4.9,4.8,4.9,4.9,MI,Dealer
498,2022,ridgeline black edition,New,5.0,black,mocha,AWD,18–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10,5.0,4.9,4.9,4.3,4.7,5.0,MA,Dealer
499,2021,ridgeline rtl-e,Used,5.0,red,black,AWD,18–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,68523,4.9,4.7,4.7,4.5,4.9,4.6,MD,Dealer
500,2023,civic sport,New,4.8,crystal black pearl,black,FWD,23–31,Gasoline,automatic cvt,2.0L I4 16V GDI DOHC,2,5.0,4.7,4.5,5.0,5.0,4.9,PA,Dealer
501,2023,cr-v hybrid sport touring,New,4.5,platinum white pearl,black,AWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,4,5.0,3.0,4.0,4.0,5.0,5.0,IA,Dealer
502,2023,odyssey elite,New,5.0,platinum white pearl,beige,FWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,0,5.0,5.0,4.0,4.0,4.0,5.0,NC,Dealer
503,2023,passport ex-l,New,4.2,platinum white,gray,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,4.5,4.8,4.2,5.0,5.0,OH,Dealer
504,2018,odyssey ex-l,Used,4.3,silver,mocha,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,60370,4.8,4.7,4.6,4.3,4.7,4.6,CA,Dealer
505,2023,pilot trailsport,New,5.0,sonic gray pearl,black,AWD,18–23,Gasoline,10-speed automatic,V6 Cylinder Engine,2,5.0,4.3,4.6,4.1,4.5,4.5,WI,Dealer
506,2021,passport sport,Used,4.6,modern steel metallic,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,15615,4.9,4.7,4.8,4.6,4.8,4.8,MA,Dealer
507,2022,pilot touring 7-passenger,Used,5.0,charcoal,gray,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,8760,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer
508,2023,cr-v ex-l,New,5.0,urban gray pearl,black,FWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,6,5.0,5.0,5.0,4.0,4.0,5.0,LA,Dealer
509,2017,odyssey,Used,4.8,platinum white pearl,mocha,FWD,19–27,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,46274,4.8,4.6,4.8,4.6,4.7,4.8,VA,Dealer
510,2021,ridgeline rtl-e,Used,4.3,white,mocha,AWD,18–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,18824,4.9,4.7,4.7,4.5,4.9,4.6,AZ,Dealer
511,2021,ridgeline sport,Used,5.0,gray,gray,AWD,18–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,19625,4.9,4.7,4.7,4.5,4.9,4.6,NH,Dealer
512,2015,civic ex-l,Used,5.0,blue,gray,FWD,29–38,Gasoline,automatic cvt,1.8L I4 16V MPFI SOHC,124500,4.6,4.6,4.6,4.7,4.6,4.8,NH,Dealer
513,2021,hr-v sport,Used,4.9,modern steel metallic,black,AWD,26–31,Gasoline,automatic cvt,1.8L I4 16V MPFI SOHC,21390,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer
514,2021,pilot elite,Used,4.8,white,tan,AWD,19–26,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,25512,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer
515,2023,hr-v ex-l,New,4.6,milano red,mocha,FWD,23–31,Gasoline,automatic cvt,2.0L I4 16V GDI DOHC,5,4.0,5.0,4.0,5.0,5.0,5.0,CA,Dealer
516,2022,passport trailsport,New,5.0,crystal black pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,4.9,5.0,4.9,5.0,MA,Dealer
517,2023,passport ex-l,New,5.0,obsidian blue pearl,gray,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,5,4.8,4.0,4.2,4.2,4.8,4.8,TX,Dealer
518,2023,civic sport,New,4.9,lunar silver metallic,black,FWD,23–31,Gasoline,automatic cvt,2.0L I4 16V GDI DOHC,15,5.0,5.0,4.2,4.8,4.9,4.8,CT,Dealer
519,2014,accord lx,Used,2.5,platinum white pearl,mocha,FWD,27–36,Gasoline,automatic cvt,2.4L I4 16V GDI DOHC,104972,4.6,4.6,4.6,4.6,4.7,4.8,MT,Dealer
520,2019,pilot touring 7-passenger,Honda Certified,4.9,platinum white pearl,mocha,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,46982,4.8,4.7,4.7,4.6,4.7,4.8,IN,Dealer
521,2019,odyssey ex-l,Honda Certified,4.8,crystal black pearl,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,22787,4.8,4.6,4.5,4.3,4.7,4.5,AR,Dealer
522,2021,ridgeline sport,Honda Certified,4.2,crystal black pearl,black,AWD,18–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,21228,4.9,4.7,4.7,4.5,4.9,4.6,FL,Dealer
523,2019,civic type r touring,Used,4.8,gray,black,FWD,22–28,Gasoline,6-speed manual,2.0L I4 16V GDI DOHC Turbo,22388,4.6,4.7,5.0,4.8,4.8,4.8,IN,Dealer
524,2010,odyssey ex-l,Used,4.0,blue,black,FWD,17–25,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,86383,4.6,4.4,4.3,4.3,4.4,4.6,IL,Dealer
525,2023,cr-v hybrid sport touring,New,4.7,urban gray pearl,mocha,AWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,8,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer
526,2019,odyssey ex-l,Used,4.2,obsidian blue pearl,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,44988,4.8,4.6,4.5,4.3,4.7,4.5,NY,Dealer
527,2022,pilot special edition,New,5.0,sonic gray pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
